views,likes,dislikes,comment_count
1469630,41389,861,2774
536000,14064,966,2953
5099952,135168,5932,13833
615877,4747,199,1024
12027088,120823,3779,5318
1116607,3991,360,1465
933639,10905,871,1784
1761886,34692,2184,6109
825739,13950,854,2233
626462,33202,1537,2898
8557180,382699,7881,18810
1426446,14885,749,746
733923,5508,830,615
212257,10853,176,574
825636,42469,966,3164
8820367,32687,13154,9719
779028,15825,2577,5510
1129499,32127,814,2919
526486,8256,153,753
1062499,32276,4594,5547
1062499,32276,4594,5547
286637,7028,244,1214
3424478,79048,3650,4037
9233435,605954,5722,26319
1810234,114706,1503,4543
1454240,141516,1841,23633
3183826,73056,2988,5593
396857,7846,311,448
2326590,83369,1399,4368
1161098,55855,1166,101328
1995496,53605,549,3058
2105774,25782,1728,3061
310068,12684,122,572
1173342,35541,502,1806
674636,11642,330,611
310762,6791,203,557
522580,7950,218,927
2462285,151390,1329,7128
8241193,164604,19238,47969
3125772,93901,2403,8614
512968,10221,304,732
5663546,178772,2995,7584
1059189,13326,168,0
3009019,89995,2868,11680
18918958,438154,9098,31629
1240734,15577,286,894
427822,10812,995,1563
2974858,52403,3489,6472
297511,15223,822,1432
421573,20545,2286,4354
360090,25981,584,2597
7308023,144410,5839,5790
938623,5152,524,1578
683768,10133,841,1417
3273366,86452,2931,13805
1063375,39583,749,3484
1384063,39178,5429,5681
904286,39393,291,1915
2590287,149806,2166,11873
6074179,118527,35396,27668
1085033,12625,626,978
1908298,55993,1349,8864
790388,13316,827,828
1087462,53713,1127,4715
471945,15114,184,1492
2813524,244997,3688,47960
2590292,50519,923,1729
1287675,17321,358,832
1617018,47921,1253,2833
251983,879,113,255
739852,17458,4017,3807
1172628,55991,1203,35504
1235911,21642,842,2739
804565,8952,626,529
1953665,92391,473,5948
1685537,130917,2062,9041
320276,9538,337,464
4973032,46924,2209,5899
3132527,231420,797,47382
1394264,35697,738,2561
890803,37169,609,4145
401423,14428,212,2679
1309130,20192,1004,3434
2087376,92367,1077,8381
1358990,34579,1224,11744
965733,21089,644,2678
1687323,24156,1755,6241
3754719,67582,13207,10055
41446137,502519,78095,36974
3673170,212212,4165,18529
12907907,490249,30218,50805
2095026,49729,698,2804
574412,4229,158,596
1724379,26040,1436,1570
2741354,93731,2221,11885
404986,16859,312,958
874634,24300,3210,4976
932859,37240,1269,2874
5296056,122980,2022,4518
2411403,193886,2563,15739
18438586,487264,11915,28473
928027,31374,386,1828
1652804,59604,842,1063
2297986,112989,1516,2848
7518982,319493,4322,13582
59254638,1295189,47162,139879
1576105,114099,1322,16094
4566973,84363,10372,11214
1439258,57492,2886,4620
1844008,61389,2325,6088
48654951,811144,33051,48941
534260,13806,1338,2419
4551606,41430,1018,1793
17345023,415475,16586,32172
1388170,116770,4372,18598
13831320,395282,20532,35732
6461082,70438,4600,8690
2372980,67483,1330,3599
892522,19874,1007,1903
4244395,245110,2384,17119
2547146,99674,2275,9384
1087394,25698,291,2489
2160231,17627,15557,9277
883575,49985,714,503
2977964,148945,4316,10715
2519858,150582,10274,26083
594491,15012,186,767
1339587,50927,1760,2525
4269447,185468,2450,19998
21211851,114989,14808,5264
756331,30835,691,7429
1191039,35371,1308,2003
16935442,160896,6813,14360
3644160,130698,5642,19871
148689896,3094021,129502,242039
2960150,56167,16290,11566
15042428,330679,6158,9174
2454563,101380,3099,9189
4430776,161818,1602,13330
4878311,65260,3353,4554
24152049,429341,5175,28740
1596487,17105,13512,31931
4550598,67294,2532,6390
1412344,42181,4211,6357
2857068,155666,1660,8375
4444601,141080,1480,6188
760827,28605,2417,3183
1273300,40109,749,5769
844803,2595,1016,1410
921062,2863,225,760
14723484,190948,7913,18386
1399674,33392,3165,5070
14444272,115979,3509,2190
3321250,66486,2417,4602
2629917,72506,2484,5318
683810,32941,522,28864
2394452,34350,1446,5330
5112413,140736,13108,40684
5816067,216895,11660,22775
796462,26506,611,1783
8395058,63016,4290,5964
2730841,130257,2825,11376
1237869,15151,749,1983
267753,11966,140,820
794495,19735,429,5422
4810584,205591,2198,24271
6415756,111486,16133,15504
14118990,5790,593,628
1447882,22701,944,3449
22918328,409234,35804,36436
4478472,83646,2674,6091
1695926,105825,1544,7034
25274694,339824,13824,29831
122544931,1427436,40837,55320
1739399,14348,2239,2492
11415161,88781,3586,3091
1469627,188652,3124,33032
1199587,49709,2380,7261
3906727,77378,12160,15874
916128,40485,1042,4746
343967,16988,132,1308
433833,12356,307,1129
3081033,60379,6857,7796
704786,19880,248,669
735031,11734,1468,1870
4700460,103430,8028,13293
404162,17920,79,642
2567982,50065,2345,6732
1957964,25829,2643,3698
3445885,197843,1654,18721
1030616,20251,3290,3567
456475,10561,337,1384
963996,20323,1108,3323
800873,19909,744,5017
241387,1488,251,1087
1248343,15750,1919,1261
1289899,51318,1359,4332
2469801,5084,1719,567
2061448,5290,1861,546
454162,9815,330,1489
158406,6773,364,947
769802,2777,667,1285
494211,28080,426,1644
2227658,29191,1157,4092
8289563,408385,10966,21837
2271926,78125,4191,5868
2058569,32574,4195,5227
1670008,25506,740,0
3513129,106481,6922,18647
1207080,28615,598,1537
2652713,46420,4450,5561
2288505,96852,5530,12492
1663506,79165,1879,36476
4106029,205285,2180,11217
4429079,189112,22383,18998
4867281,86356,10524,3122
5650991,76461,2666,12187
1122213,28049,1299,1214
15960127,374825,3823,9059
2055638,120377,752,4872
13418844,258720,22805,19877
2124177,81085,1321,4019
165617,20572,140,1407
1869585,64523,1891,5903
472999,3505,163,1511
1201548,51670,964,4264
132820,1098,36,117
5553138,254457,3110,10841
2199487,136391,1810,11013
416805,2790,309,1433
213901,27789,634,4400
1051875,47682,2335,4726
7011572,508384,6398,29667
298966,8979,236,944
1038109,20486,541,1550
806633,28280,842,6115
153307,7184,135,1510
927927,32517,1939,1991
2512491,25134,2183,1906
183266,3960,92,321
5303674,235414,5767,10359
624055,17694,1350,1208
529088,3198,317,915
2410563,84741,1736,6343
2217001,37132,587,1073
947676,51750,1682,2458
300535,18104,731,3306
1249560,36963,603,647
290397,13900,145,673
1998596,90100,1485,14139
983059,39393,609,2639
446771,6629,196,1421
503639,13374,388,870
975102,7528,572,3559
8295952,153102,7484,7525
185585,7134,231,513
565053,9317,227,806
2097374,21376,7082,3456
3164899,102993,6504,16999
1284198,38378,2271,10185
1848747,82125,2672,7709
1282538,24637,1619,3280
6760593,229250,8891,22123
5841419,59399,7689,6435
497624,11716,1126,1210
498242,25065,744,2819
526982,26505,1321,1550
1465052,43038,867,3335
660112,46708,1760,10217
16502483,469567,22215,31153
8082079,41422,3110,0
2725757,165158,730,6148
377976,8233,251,612
371473,16588,238,870
493096,20351,932,1005
3479762,31430,4035,0
116581406,3388289,186591,354187
450189,12485,407,1378
1281304,79570,706,5575
2424948,67523,1463,2683
525994,8785,587,1536
4256549,14114,653,797
224844,5910,352,1075
557846,11818,265,505
1044482,30512,4763,5747
420214,21711,1115,1069
480347,10354,241,935
380392,84533,267,5541
1749656,19472,2502,2418
12393064,130536,12240,70727
634137,4812,207,1041
33397138,716273,49567,40281
6144640,136870,2486,5251
2735267,53311,709,1669
18509625,790001,5539,39470
39067170,639210,26279,21279
1186817,38914,410,1238
301767,15271,828,1436
1023753,24611,421,952
723501,7707,873,615
2980691,162597,1465,13093
268035,2364,207,861
617177,6655,1157,1149
298899,1502,242,486
833772,35258,1012,2884
982180,21351,652,2689
55054077,1378923,33465,67092
9208165,308653,3070,10677
5767032,126693,2174,4602
2476190,195545,2615,15919
1848104,64607,758,3947
681882,3789,220,2275
899519,19956,1060,1921
603868,15155,196,783
139334502,1425496,119798,83941
29075706,304469,14239,10190
5190938,125605,8387,4237
1422262,42315,4271,6373
876320,2669,1172,1458
176709,5043,223,746
597586,9967,414,887
2766173,131489,2851,11456
18726265,167255,27944,12883
1800130,90418,1197,2761
1270251,26596,348,1691
1469627,188652,3124,33032
1199587,49709,2380,7261
3906727,77378,12160,15874
916128,40485,1042,4746
343967,16988,132,1308
433833,12356,307,1129
3081033,60379,6857,7796
704786,19880,248,669
735031,11734,1468,1870
4700460,103430,8028,13293
404162,17920,79,642
2567982,50065,2345,6732
1957964,25829,2643,3698
3445885,197847,1654,18721
1030616,20251,3290,3567
456475,10561,337,1384
963996,20323,1108,3323
800873,19909,744,5017
241387,1488,251,1087
1248343,15750,1919,1261
1289899,51318,1359,4332
2471590,5085,1719,567
2061448,5290,1861,546
454162,9815,330,1489
158406,6773,364,947
769802,2777,667,1285
494211,28080,426,1644
2227658,29191,1157,4092
8289563,408385,10966,21837
2271926,78125,4191,5868
2058569,32574,4195,5227
1670008,25506,740,0
3513129,106481,6922,18647
1207080,28615,598,1537
2652713,46420,4450,5561
2288505,96852,5530,12492
1663506,79165,1879,36476
4106029,205285,2180,11217
4429079,189112,22383,18998
4867281,86356,10524,3122
5650991,76461,2666,12187
1122213,28049,1299,1214
15960127,374825,3823,9059
2055638,120377,752,4872
13418844,258720,22805,19877
2124177,81085,1321,4019
165617,20572,140,1407
1869585,64523,1891,5903
472999,3505,163,1511
1201548,51670,964,4264
4215671,161058,2198,10289
468522,35427,456,1809
3363529,21323,1706,3947
2806454,264364,9214,45967
528978,15058,305,460
361157,2484,255,1124
1147233,13232,604,2984
424224,12907,329,1493
2015271,156034,1161,5873
2340496,81040,3945,10942
688645,73735,466,23002
235961,11598,142,1240
810896,32016,324,2504
708372,58841,1459,5509
1204717,49138,812,4903
1889200,70550,8044,6889
3768004,72112,2926,8311
4862649,90451,14792,18035
717546,16864,502,1488
1195009,27935,446,965
3669938,70190,8078,8935
972204,14301,1908,2230
5045164,110316,8624,14119
529654,21310,117,718
3101683,60950,2834,7991
2170502,27734,2856,3928
2415639,41022,229,1649
3687989,207005,1764,19503
1168643,22102,3849,3859
530511,11661,387,1547
1056278,21630,1278,3570
952439,23180,844,5714
293306,1707,315,1221
1418921,17436,2138,1377
5128311,340240,2414,35107
1391479,55059,1505,4572
477763,10271,346,1496
186737,7281,540,1002
671488,31378,597,1897
870781,3060,746,1345
2467117,31199,1291,4239
9353689,435048,11920,22820
2499213,82274,4739,6165
2314117,34233,4443,5545
1829672,27180,812,0
3611335,109604,7369,19073
1330906,30823,653,1629
2951139,49325,5504,6118
2455224,101285,5942,12939
4292255,210812,2318,11519
5145564,205018,24141,20273
5437925,93573,11859,3287
1193839,29247,1403,1252
5936113,78765,2816,12477
2492498,84758,1409,4256
2064683,66563,1991,6077
173986,21108,145,1445
2196474,125623,798,5044
13733911,260571,23085,19998
480552,3530,168,1527
1361931,54361,1008,4464
139866,1140,40,118
6354689,267733,3418,11154
438530,2919,316,1463
2280131,139505,1859,11228
219643,28323,644,4463
1079793,48406,2380,4819
302482,9079,236,961
7830756,528480,6761,30385
1060662,20529,543,1559
839229,28946,872,6226
1047247,34020,2016,2038
161963,7353,154,1528
6126929,246832,6077,10507
200869,4145,107,339
641773,18199,1389,1236
2457244,85560,1762,6433
2270814,37792,598,1098
976225,52930,1709,2492
305625,18351,740,3377
1358319,40763,639,678
300571,14242,149,719
2038005,91026,1507,14303
248238,3454,394,0
1006189,39814,614,2648
472013,7001,204,1449
518557,13586,400,870
9749761,160854,7899,7805
1004933,7599,578,3586
189999,7255,234,513
579087,9529,229,824
2152981,21578,7175,3493
3259388,105200,6606,17229
1304806,38640,2301,10255
1876256,82721,2697,7876
1305413,24859,1630,3317
6212658,61243,8224,6744
513766,11847,1135,1213
506145,25312,750,2826
1521365,44008,881,3372
2937798,171968,790,6392
669681,47011,1777,10314
16725340,471729,22341,31374
8252130,41836,3158,0
394866,8535,262,629
386161,17222,243,884
502583,20617,944,995
3511923,31813,4045,0
126191952,3587455,205995,377394
516051,18102,464,877
461771,12680,410,1362
1309837,80231,718,5645
2450397,67866,1472,2703
538929,8871,594,1543
4284535,14311,664,826
2950611,13869,841,3230
245767,6088,366,1082
570191,11992,276,506
948958,59139,2400,8752
1068826,30937,4880,5833
487910,10527,246,963
424801,21904,1128,1070
1168778,35807,1399,3088
2949616,44646,2237,2679
6400136,476534,6632,50393
1276395,47873,590,3517
383304,84773,268,5551
304286,13943,330,1363
1771108,19612,2512,2424
2506081,128022,5029,9027
319217,14417,198,766
29741771,2700800,29341,371864
443834,17785,290,563
2917358,36192,6878,9600
1673475,6874,7018,0
718479,4082,846,1230
4646872,421066,4776,37091
475688,5180,595,361
32150721,792876,85845,90580
12521987,131596,12366,71071
283301,3569,105,187
522375,22873,767,1656
118827,4142,136,326
553162,14231,981,3010
35944143,731718,50693,40861
12443582,124036,3908,5516
959906,11034,883,1792
1137180,4026,368,1482
882959,14577,885,2338
10272690,398603,8370,19147
637714,33548,1552,2924
19950574,434913,11089,28895
218480,10972,176,588
843752,42812,979,3169
6590609,139663,2617,5290
3064622,55680,778,1711
8943444,33198,13321,9976
806420,16098,2598,5516
20817327,803202,5955,39675
1155919,32614,830,2941
589309,9146,168,803
296150,7109,248,1226
43662781,666511,27959,22072
1324893,40344,429,1267
6848068,271146,6240,16427
2401828,84932,1443,4442
1172681,56080,1172,101511
316653,6880,206,558
8295147,165136,19295,48115
3269035,97821,2496,8916
527438,10352,307,736
5848583,183037,3071,7726
19159667,440156,9150,31770
3058455,54319,3580,6708
439674,21278,2318,4432
302656,15294,829,1439
1108908,25585,438,982
367957,26345,586,2630
703282,10311,852,1440
3442868,86618,2936,13818
1108234,40398,776,3531
1402067,39490,5465,5724
949580,40159,298,1947
2618458,150412,2176,11994
6520077,123446,37141,28524
3046127,165458,1494,13379
733102,7775,882,617
1112226,12825,631,997
618948,6664,1158,1151
1106225,54129,1137,4740
2853399,247873,3709,48275
2651016,51628,938,1782
1331964,17725,370,841
308917,1513,245,473
1253264,21820,844,2748
887180,9494,647,545
749621,17546,4019,3809
2098175,94916,516,6070
1715217,132253,2081,9093
5143350,48280,2276,6011
1654455,142445,2738,11272
462710,2771,252,1591
5933727,90354,1903,6539
7641675,250546,4393,15898
1127253,75118,2816,6832
3411614,89893,4466,14071
1047886,20855,374,1082
6416697,1290509,4358,113938
998509,55672,862,2765
137873,3521,77,269
1075751,44798,639,9104
1123139,22986,513,1254
1968528,150337,1132,9698
435270,3676,210,576
888505,75072,2419,5307
4548644,27478,2344,5684
1018145,24666,575,746
449602,4048,288,2451
3023455,95722,4572,12167
3169706,280422,11291,48789
530912,3615,366,1616
727757,15679,394,1850
594820,15880,481,1971
1484786,17559,825,3862
353456,14572,194,1473
949030,25776,418,3287
817528,81159,596,24534
1391878,53234,981,5527
2081118,74809,8906,7360
5461925,86391,4013,9903
843952,19119,586,1700
5665445,101461,16170,19395
152320,1962,262,143
4144816,78241,9032,9660
1084473,15344,2096,2342
590078,22728,144,731
5317116,115097,8985,14723
3366292,66275,3041,8399
2375055,29334,3012,4080
2715936,44162,308,1755
3838017,213130,1827,20041
581614,12369,427,1609
1278445,23503,4138,3993
1118403,22458,1362,3713
1071848,26076,939,6192
365394,1814,335,1284
1450502,57182,1582,4771
202672,7589,635,761
809582,33839,698,2049
489601,10490,356,1170
934208,3238,799,1388
2651582,32712,1391,4389
10430142,465953,13024,23796
2650385,85279,5019,6359
1931641,28101,852,0
1422235,32443,672,1702
2485786,35337,4595,5561
4022499,119051,8071,20438
3057193,50153,5798,6352
2542436,103688,6108,13159
4394009,213825,2397,11674
5894832,99272,12986,3425
5907389,219921,25584,21435
1246037,30176,1452,1283
6046988,79824,2858,12646
2940284,88748,1519,4465
2284594,129106,828,5168
177962,21386,148,1457
14001119,262020,23341,20059
1521546,56989,1049,4612
6988087,279205,3666,11320
143619,1163,43,120
2334604,141653,1893,11284
223550,28722,654,4527
1093968,48826,2404,4849
8765309,548022,7103,31023
304850,9136,236,961
1076994,20640,552,1575
872442,29594,892,6393
1172821,35328,2089,2090
7151575,260150,6353,10664
166848,7444,158,1542
218249,4302,111,347
656296,18608,1414,1275
2500743,86444,1784,6521
2294935,38110,604,1099
1003784,54222,1751,2550
1443986,43553,672,711
309522,18524,742,3363
306422,14414,150,720
2065563,91617,1523,14393
1019311,40082,622,2675
270010,3626,404,0
483855,7165,209,1458
527783,13700,403,880
10687771,167205,8240,7957
1014632,7628,587,3604
192415,7305,236,515
589534,9734,231,836
2179286,21709,7256,3519
3325380,106949,6690,17411
1317065,38796,2321,10284
1898712,83140,2717,8001
1321041,25030,1653,3355
6619513,63232,8919,7120
528364,11961,1140,1384
512661,25486,752,2832
1551928,44485,887,3395
3147659,177839,835,6602
676074,47259,1784,6569
16931579,473708,22458,31498
8355328,42093,3194,0
409604,8852,268,652
400343,17777,248,908
511915,20848,952,1012
3563288,32169,4057,0
134839555,3749810,226641,398351
521810,18179,469,878
469338,12803,413,1385
1330347,80718,723,5551
2462729,68071,1472,2710
546922,8919,599,1573
4310976,14496,674,826
2950250,13870,841,3230
267425,6358,377,1091
579380,12110,280,507
956460,59350,2408,8763
1090355,31319,4970,5855
494438,10669,248,964
427242,22016,1133,1074
1185416,36070,1405,3088
3117190,45858,2333,2739
6447068,478527,6669,50545
1285738,48069,594,3529
386819,85113,269,5560
306417,14014,332,1363
1804027,19883,2527,2452
2523571,128367,5040,9027
333536,14759,202,766
458059,17984,297,576
2962138,36758,6960,9684
1674171,6876,7021,0
725429,4096,850,1228
4670163,422278,4782,37146
480052,5222,595,362
33300948,803588,86975,91334
12649299,132576,12507,71326
527541,23072,769,1656
119552,4164,137,329
557646,14268,987,3012
38015626,744382,51632,41508
12675289,126032,3968,5556
977358,11115,887,1794
1139049,4027,368,1481
897750,14773,894,2365
11030401,406410,8567,19308
641443,33643,1561,2929
20459059,443485,11210,29246
219635,11007,177,595
854554,43275,987,3183
6997404,142267,2719,5324
3417431,58058,842,1758
8978272,33375,13357,10019
813766,16187,2597,5538
23229736,816986,6381,39894
608070,9388,173,835
1162768,32740,836,2942
298251,7125,251,1228
47205441,689363,29340,22664
1464187,41836,458,1286
7179053,273521,6374,16523
2154044,26248,1746,3092
2434139,85656,1457,4479
1179451,56241,1175,101591
318623,6908,207,559
8318461,165351,19317,48178
3326046,99897,2549,9066
532446,10409,307,739
5942024,185130,3101,7855
19250661,440993,9168,31837
3106263,55505,3638,6856
442648,21375,2324,4445
1193297,26552,461,996
712607,10400,856,1447
3521342,86702,2938,13812
1123619,40651,784,3558
968618,40494,300,1961
2635436,150806,2187,12043
6736180,125970,37909,29156
3133371,169394,1529,13779
735962,7788,883,626
1121649,12888,632,999
619443,6665,1158,1171
1116764,54358,1142,4758
2865758,248715,3720,48389
2679999,52151,949,1805
1356734,17910,376,841
310140,1521,246,474
920289,9754,658,552
1259565,21892,844,2749
15006579,278743,13599,89194
513690,3301,566,1740
2822391,131909,5164,16487
181433,634,105,303
1383897,24799,590,3215
2422729,284436,926,44833
2405120,62240,1812,29313
1868920,91941,1469,9061
9978294,129863,3645,9539
811640,32030,322,1860
822203,30296,693,4070
883161,4798,533,2344
2888379,189146,3930,13634
412990,27737,240,1877
664458,45750,289,2354
310421,9185,307,960
9052821,279714,5398,17652
1876728,29380,811,1618
1381953,85157,3762,7626
283838,5166,232,446
4071774,99682,5147,15235
8753550,1431724,6335,125168
1286572,65429,1032,3171
1196819,47460,783,9734
821272,31857,761,2673
1621096,29188,710,1548
2346125,166918,1863,10825
1190405,86662,3197,5900
585986,4546,337,742
1284356,29715,684,849
4678038,30052,2571,6253
1087616,20437,537,2178
469909,4136,311,2532
637984,4060,420,1802
434459,7192,79,218
3380372,101891,4864,12710
3305195,286754,11974,49938
680176,17199,528,2111
1630311,19082,906,3693
1173326,30544,544,3832
403299,15703,216,1527
873357,83570,635,24392
1493082,55173,1057,6147
185290,2133,294,154
6301562,94542,4821,10829
2166296,76621,9274,7476
910157,20274,620,1563
6290796,110373,17131,20365
840489,46200,162,1307
4475322,83846,9655,10404
1152083,15918,2192,2400
619429,23354,158,734
5484378,117685,9230,14842
3455978,67991,3116,8621
2891183,45907,349,1881
3945050,217263,1868,20408
626621,12913,449,1717
1356931,24477,4251,4048
1163723,23005,1421,3825
1487628,58666,1622,4819
926942,35781,758,1961
209075,7692,663,763
496153,10594,360,1172
970471,3359,828,1424
2806802,33875,1433,4536
11390039,491016,13902,24589
2750368,87034,5151,6440
2010828,28802,877,0
2612507,36063,4691,5592
4320689,125521,8597,21462
3090577,50356,5812,6384
2600247,105314,6222,13328
4469707,215934,2450,11784
6167410,102465,13807,3530
6794330,235426,26949,22532
1283425,30840,1490,1322
3341502,92335,1615,4644
6131730,80722,2890,12790
2339655,131268,848,5221
180624,21571,148,1475
14223023,263261,23526,20111
1679378,59288,1117,4739
7823701,289822,3918,11471
2381053,143493,1920,11492
225969,28944,658,4544
9853064,567577,7475,31574
1105871,49104,2428,4854
1107598,20901,560,1587
306519,9195,240,964
1263926,36083,2131,2096
895072,29979,905,6431
8013710,270086,6608,10941
171104,7554,163,1540
666631,18888,1453,1250
234919,4445,117,360
2311236,38336,606,1094
1020608,54972,1768,2562
1512717,45649,693,733
313803,18712,747,3374
310441,14522,150,738
2080640,91991,1536,14426
1028961,40256,625,2685
283532,3717,415,0
490845,7248,210,1460
11505848,173356,8505,8096
535109,13825,406,892
1018499,7634,591,3607
194110,7336,238,516
602127,9974,231,833
2196427,21823,7290,3510
3370908,108117,6749,17538
1329108,38911,2344,10276
2052405,85151,2794,8238
1327413,25103,1655,3357
6941889,64765,9421,7368
1572313,44804,888,3391
541425,12052,1151,1386
516216,25605,754,2826
3335104,182643,888,6680
680580,47478,1788,6597
17130971,475423,22543,31669
8434068,42304,3219,0
422753,9126,278,658
410485,18241,250,910
517718,20984,956,1015
142421830,3885070,241386,414109
3590297,32410,4075,0
526730,18261,469,872
476386,12919,416,1395
1369701,82261,741,5615
2473568,68258,1476,2721
553241,8952,601,1565
4342571,14668,694,831
292849,6629,393,1098
2952736,13874,843,3218
586712,12213,285,509
962708,59531,2417,8793
1106431,31585,5033,5922
499884,10798,250,986
429137,22093,1138,1074
1195170,36205,1408,3080
3267575,46924,2414,2729
6482811,480065,6698,50670
1294387,48257,599,3524
308206,14065,333,1362
1837258,20176,2547,2453
2537466,128660,5046,9033
345130,15021,209,766
470501,18126,300,577
2999531,37263,7034,9841
1674678,6876,7024,0
732593,4110,852,1230
4690663,423326,4792,37187
482463,5240,597,357
34401509,813978,87980,91951
12764356,133410,12621,71474
531701,23229,775,1664
120199,4186,137,332
560726,14305,989,3009
40076556,756840,52530,41992
12916460,128134,4039,5596
994695,11184,891,1790
1141571,4024,368,1481
909582,14934,902,2382
11655698,413006,8779,19473
644639,33702,1566,2940
20974117,452142,11352,29662
220836,11043,178,601
861544,43513,992,3190
7331410,144512,2837,5360
3755519,60268,910,1822
9004449,33522,13392,10036
820212,16258,2598,5551
25316342,828578,6741,40063
623525,9551,174,844
1169689,32917,840,2947
50672793,710138,30610,22988
1571005,42975,480,1293
299945,7137,252,1235
7477423,275740,6487,16589
2170573,26449,1753,3106
2463745,86259,1468,4513
320518,6965,208,560
8339546,165554,19346,48248
3388443,102467,2608,9261
536997,10458,309,739
6008489,186478,3118,7924
19349122,442059,9187,31834
3156895,56625,3704,6905
1263078,27294,489,988
444541,21454,2329,4449
722374,10501,872,1472
3604479,86780,2941,13805
1134698,40836,789,3567
988188,40847,305,2002
2652380,151144,2195,12093
3270472,175438,1579,14394
6931972,128199,38544,29494
739968,7802,885,625
1128733,12919,634,1000
3454751,112826,7884,26040
39349927,3880071,72707,692305
23789688,393106,20520,122338
992133,89591,424,6771
1045440,6121,1417,2887
747398,27204,346,2160
5160441,203108,8837,24532
1049078,19060,914,4802
406650,1328,274,451
396640,5500,192,799
2190365,33947,904,4294
2703690,300318,1375,46579
2455866,107276,2741,10297
12440641,146456,4273,10799
1224056,42261,472,2627
987530,33241,931,4380
969485,5083,577,2420
3775750,215477,4490,15026
1138510,64107,484,3168
494808,30193,346,1996
393195,10402,441,1051
9871934,294809,5701,17239
2188275,32353,979,1811
1492049,89470,4117,7871
331203,5637,291,500
4343369,104753,5443,15693
1421130,68969,1110,3312
1258811,49273,869,8444
889699,33463,896,2606
1887277,32868,854,1662
1403345,93510,3695,6378
2770239,179495,2370,11698
645721,4857,382,668
1458218,32234,733,891
4778416,31779,2710,6508
1456206,25452,693,2374
480791,4180,332,2588
474806,7858,101,249
725828,4353,454,1851
3600038,104844,5027,13008
3388949,290270,12379,50410
742966,18070,564,2203
1699681,19847,955,3815
1320029,34255,600,3775
437060,16370,233,1406
918563,85266,677,24760
204225,2214,303,157
1564894,56444,1120,6387
7301019,101666,5538,11500
2222271,77708,9546,7547
956490,21035,649,1587
6773604,116508,17787,20941
892872,48201,182,1339
635393,23693,159,742
4720603,87647,10084,10820
1192169,16224,2243,2465
5607867,119573,9367,15059
3487742,68574,3150,8691
3048848,47114,368,1919
657780,13285,457,1566
1463152,25621,4328,4114
4019157,219790,1892,20745
1197314,23420,1475,3942
1525604,60149,1664,2767
1045302,37738,808,2027
501823,10662,366,1175
212867,7771,665,781
1000511,3432,847,1436
3003549,35157,1496,4731
11929821,501886,14290,25112
2834444,88494,5237,6528
2081478,29269,900,0
2749170,36862,4780,5644
4685281,131729,9157,22365
3104422,50489,5829,6425
2642205,106464,6309,13445
4704902,219092,2540,11937
6350957,104500,14197,3552
7766194,251880,28069,23403
1309449,31271,1516,1342
3720006,95497,1715,4698
6192873,81422,2916,12830
2389255,132814,866,5252
183436,21734,150,1479
14398287,264214,23650,20154
1816650,60987,1169,4888
8426449,299855,4129,11674
2423874,145031,1954,11546
227811,29111,659,4554
11077725,585273,7833,32210
1118232,49355,2459,4901
1133008,21069,565,1595
308126,9234,240,965
1344047,36759,2165,2112
907966,30164,915,6456
8857904,278963,6818,11128
174948,7633,165,1544
251219,4551,123,370
677579,19192,1492,1291
2324609,38514,609,1099
1032582,55583,1781,2610
1583125,47442,734,748
317205,18823,747,3377
313469,14594,152,740
2093058,92276,1547,14454
1037738,40402,625,2701
290949,3774,423,0
12356770,180008,8822,8216
495972,7300,213,1468
541565,13917,409,893
1020609,7638,591,3590
195444,7365,238,523
3414603,109151,6794,17694
2208947,21887,7304,3517
1341414,39058,2370,10307
1331722,25145,1655,3371
7211296,65924,9843,7508
554243,12185,1162,1386
519465,25697,755,2827
3492096,186147,915,6772
686591,47723,1795,6635
17323432,477139,22615,31820
8464058,42412,3229,0
434428,9330,286,679
416766,18469,251,911
522892,21129,961,1015
149830680,4002473,252365,426810
3613271,32605,4087,0
485865,13044,419,1413
531016,18331,471,873
1425300,83921,765,5693
2483366,68410,1477,2722
559103,8984,604,1567
316263,6808,401,1104
4370529,14826,717,833
2955650,13877,843,3218
592477,12280,287,509
967944,59681,2422,8832
1119069,31811,5065,5952
506229,10930,252,994
430640,22158,1142,1080
1203280,36312,1412,3093
3412718,47800,2484,2753
6514854,481370,6721,50729
1302425,48445,600,3535
309311,14098,334,1363
1865860,20418,2556,2476
2550348,128936,5053,9053
355470,15231,219,765
485653,18338,308,590
3034842,37659,7098,9930
1675041,6876,7026,0
742360,4118,854,1239
4709165,424184,4799,37211
484578,5262,599,357
35579512,824036,88950,92564
12925405,134592,12762,71811
534341,23326,776,1666
120946,4212,137,331
562862,14319,992,3011
42318547,770543,53401,42571
13167973,130073,4112,5634
1006026,11232,893,1793
1142697,4025,368,1482
920347,15127,909,2407
12610279,420944,9074,19619
647685,33811,1571,2940
21550910,462651,11508,30127
7646124,146561,2916,5408
221793,11072,178,601
866855,43669,1000,3214
4094344,62394,973,1862
9028097,33632,13422,10041
27234892,838758,7060,40209
824590,16300,2599,5555
635638,9679,174,846
1175643,33042,842,2957
54223283,730558,31795,23492
1666858,44042,500,1305
301575,7150,254,1238
7728351,277527,6606,16673
2188305,26641,1763,3116
2494593,86812,1482,4530
322150,7001,208,561
8357344,165727,19357,48316
3441419,104372,2664,9425
540897,10493,311,744
6081291,188056,3140,8022
19440207,442876,9210,31890
